------------------------------------
 Train MAE  Train Msg MAE  Train Belief MAE  Test MAE  Test Msg MAE  Test Belief MAE  Val MAE  Val Msg MAE  Val Belief MAE Epoch              Model
  0.007806       0.004549          0.003257  0.041076      0.023594         0.017482 0.038928     0.022175        0.016752   298        MPNN_2Layer
  0.007688       0.004534          0.003154  0.040128      0.023486         0.016642 0.039506     0.022508        0.016998   299        MPNN_2Layer
  0.008663       0.004813          0.003850  0.041096      0.024068         0.017028 0.040560     0.023125        0.017435   300        MPNN_2Layer
  0.008417       0.004706          0.003711  0.041651      0.024100         0.017551 0.039760     0.022664        0.017097   301        MPNN_2Layer
  0.008019       0.004612          0.003407  0.039198      0.022913         0.016286 0.038428     0.021808        0.016620   302        MPNN_2Layer
  0.007580       0.004493          0.003087  0.040209      0.023386         0.016823 0.038529     0.021931        0.016599   303        MPNN_2Layer
  0.007619       0.004505          0.003114  0.039029      0.022835         0.016194 0.038436     0.021868        0.016569   304        MPNN_2Layer
  0.007584       0.004489          0.003095  0.041691      0.024262         0.017429 0.040031     0.022972        0.017058   305        MPNN_2Layer
  0.007575       0.004475          0.003101  0.039917      0.023019         0.016898 0.038453     0.021759        0.016694   306        MPNN_2Layer
  0.007553       0.004476          0.003077  0.040431      0.023391         0.017041 0.038940     0.022010        0.016930   307        MPNN_2Layer
  0.008074       0.004577          0.003498  0.039992      0.022925         0.017067 0.038607     0.021618        0.016989   308        MPNN_2Layer
  0.008152       0.004615          0.003537  0.041245      0.023549         0.017696 0.039007     0.022006        0.017001   309        MPNN_2Layer
  0.007984       0.004550          0.003434  0.041831      0.024121         0.017710 0.040017     0.022602        0.017416   310        MPNN_2Layer
  0.007719       0.004493          0.003226  0.039016      0.022741         0.016275 0.038086     0.021645        0.016441   311        MPNN_2Layer
  0.007383       0.004402          0.002981  0.040180      0.023150         0.017030 0.038760     0.021899        0.016862   312        MPNN_2Layer
  0.007343       0.004388          0.002954  0.040173      0.023090         0.017083 0.039032     0.021832        0.017200   313        MPNN_2Layer
  0.007357       0.004384          0.002973  0.039969      0.023094         0.016874 0.038835     0.021889        0.016946   314        MPNN_2Layer
  0.007304       0.004368          0.002936  0.040357      0.023149         0.017208 0.039154     0.021829        0.017325   315        MPNN_2Layer
  0.007550       0.004399          0.003151  0.039436      0.022965         0.016471 0.038305     0.021802        0.016503   316        MPNN_2Layer
  0.007420       0.004399          0.003021  0.039572      0.022991         0.016580 0.038334     0.021686        0.016649   317        MPNN_2Layer
  0.007310       0.004378          0.002932  0.040653      0.023373         0.017280 0.038504     0.021884        0.016620   318        MPNN_2Layer
  0.007248       0.004358          0.002890  0.039634      0.023058         0.016575 0.038713     0.021804        0.016909   319        MPNN_2Layer
  0.007426       0.004380          0.003045  0.041956      0.024524         0.017433 0.040527     0.023334        0.017194   320        MPNN_2Layer
  0.007720       0.004449          0.003271  0.039933      0.023024         0.016908 0.038884     0.021775        0.017109   321        MPNN_2Layer
  0.007335       0.004370          0.002965  0.039334      0.023031         0.016302 0.038350     0.021790        0.016560   322        MPNN_2Layer
  0.007221       0.004331          0.002890  0.039316      0.022881         0.016434 0.038424     0.021705        0.016718   323        MPNN_2Layer
  0.007240       0.004331          0.002909  0.039708      0.022950         0.016758 0.038088     0.021541        0.016547   324        MPNN_2Layer
  0.007157       0.004316          0.002842  0.039980      0.023006         0.016975 0.038566     0.021682        0.016884   325        MPNN_2Layer
  0.007222       0.004317          0.002905  0.039873      0.023130         0.016743 0.038515     0.021642        0.016873   326        MPNN_2Layer
  0.007417       0.004363          0.003054  0.040218      0.023426         0.016791 0.039003     0.022070        0.016933   327        MPNN_2Layer
  0.007462       0.004366          0.003096  0.040329      0.023045         0.017284 0.038617     0.021532        0.017085   328        MPNN_2Layer
  0.007287       0.004326          0.002962  0.040794      0.023557         0.017237 0.038646     0.021856        0.016789   329        MPNN_2Layer
  0.007246       0.004315          0.002931  0.039902      0.022986         0.016916 0.038466     0.021587        0.016880   330        MPNN_2Layer
  0.007111       0.004280          0.002830  0.039461      0.022807         0.016653 0.038427     0.021523        0.016904   331        MPNN_2Layer
  0.007071       0.004273          0.002798  0.039518      0.022876         0.016642 0.038461     0.021591        0.016869   332        MPNN_2Layer
  0.007127       0.004284          0.002843  0.039104      0.022676         0.016429 0.037687     0.021405        0.016282   333        MPNN_2Layer
  0.007210       0.004284          0.002925  0.039510      0.022642         0.016867 0.038800     0.021460        0.017339   334        MPNN_2Layer
  0.007200       0.004278          0.002922  0.039477      0.022839         0.016638 0.038087     0.021361        0.016726   335        MPNN_2Layer
  0.007117       0.004263          0.002855  0.039063      0.022699         0.016364 0.037623     0.021331        0.016293   336        MPNN_2Layer
  0.007099       0.004251          0.002848  0.039357      0.022898         0.016460 0.037904     0.021418        0.016486   337        MPNN_2Layer
  0.007109       0.004262          0.002847  0.039024      0.022646         0.016378 0.038137     0.021394        0.016744   338        MPNN_2Layer
  0.007034       0.004234          0.002800  0.039706      0.022835         0.016870 0.038370     0.021354        0.017016   339        MPNN_2Layer
  0.007184       0.004249          0.002936  0.039445      0.022623         0.016821 0.038444     0.021376        0.017067   340        MPNN_2Layer
  0.007219       0.004245          0.002974  0.039536      0.022890         0.016646 0.037997     0.021212        0.016785   341        MPNN_2Layer
  0.007081       0.004235          0.002846  0.038941      0.022716         0.016225 0.038110     0.021364        0.016745   342        MPNN_2Layer
  0.007028       0.004225          0.002803  0.039056      0.022636         0.016421 0.037904     0.021313        0.016590   343        MPNN_2Layer
  0.007073       0.004229          0.002844  0.039370      0.022824         0.016546 0.037844     0.021271        0.016573   344        MPNN_2Layer
  0.007143       0.004242          0.002901  0.039038      0.022575         0.016463 0.037997     0.021240        0.016757   345        MPNN_2Layer
  0.007040       0.004229          0.002811  0.039049      0.022775         0.016274 0.037539     0.021306        0.016233   346        MPNN_2Layer
  0.007024       0.004212          0.002812  0.039973      0.023257         0.016715 0.038580     0.021828        0.016752   347        MPNN_2Layer
  0.007233       0.004250          0.002983  0.038889      0.022591         0.016298 0.037703     0.021186        0.016517   348        MPNN_2Layer
  0.007029       0.004202          0.002828  0.039187      0.022671         0.016516 0.037651     0.021203        0.016448   349        MPNN_2Layer
  0.007160       0.004207          0.002952  0.039233      0.022663         0.016570 0.038404     0.021212        0.017193   350        MPNN_2Layer
  0.006958       0.004193          0.002764  0.039205      0.022719         0.016485 0.037711     0.021109        0.016601   351        MPNN_2Layer
  0.007039       0.004195          0.002844  0.038866      0.022578         0.016288 0.037560     0.021097        0.016463   352        MPNN_2Layer
  0.006990       0.004190          0.002800  0.039535      0.022878         0.016657 0.038042     0.021413        0.016629   353        MPNN_2Layer
  0.007135       0.004224          0.002911  0.039148      0.022796         0.016352 0.037874     0.021178        0.016696   354        MPNN_2Layer
  0.006933       0.004182          0.002751  0.039445      0.022799         0.016646 0.038263     0.021228        0.017036   355        MPNN_2Layer
  0.007002       0.004182          0.002821  0.039626      0.022980         0.016647 0.038434     0.021595        0.016839   356        MPNN_2Layer
  0.007263       0.004237          0.003027  0.039592      0.023080         0.016512 0.038954     0.021785        0.017169   357        MPNN_2Layer
  0.007215       0.004206          0.003009  0.038787      0.022528         0.016259 0.037940     0.021149        0.016791   358        MPNN_2Layer
  0.007030       0.004194          0.002836  0.039032      0.022642         0.016390 0.037920     0.021238        0.016682   359        MPNN_2Layer
  0.007054       0.004184          0.002870  0.038868      0.022505         0.016363 0.037946     0.021147        0.016799   360        MPNN_2Layer
  0.006992       0.004170          0.002822  0.038608      0.022472         0.016136 0.037548     0.021131        0.016417   361        MPNN_2Layer
  0.006918       0.004157          0.002762  0.038954      0.022588         0.016367 0.037565     0.021031        0.016534   362        MPNN_2Layer
  0.007121       0.004164          0.002957  0.038690      0.022489         0.016201 0.037340     0.020899        0.016441   363        MPNN_2Layer
  0.007076       0.004175          0.002901  0.038638      0.022444         0.016194 0.037463     0.021064        0.016399   364        MPNN_2Layer
  0.006878       0.004137          0.002741  0.038462      0.022520         0.015942 0.037539     0.021071        0.016468   365        MPNN_2Layer
  0.006883       0.004132          0.002751  0.038890      0.022637         0.016254 0.037555     0.021029        0.016526   366        MPNN_2Layer
  0.006837       0.004123          0.002714  0.038971      0.022572         0.016398 0.037827     0.021101        0.016726   367        MPNN_2Layer
  0.006838       0.004126          0.002712  0.038525      0.022520         0.016005 0.037488     0.021063        0.016425   368        MPNN_2Layer
  0.006868       0.004131          0.002737  0.038839      0.022581         0.016258 0.037730     0.021020        0.016710   369        MPNN_2Layer
  0.006880       0.004122          0.002758  0.038748      0.022461         0.016287 0.037927     0.021036        0.016891   370        MPNN_2Layer
  0.006845       0.004120          0.002724  0.038760      0.022452         0.016309 0.037669     0.021062        0.016607   371        MPNN_2Layer
  0.006830       0.004113          0.002717  0.038898      0.022499         0.016399 0.037317     0.020792        0.016525   372        MPNN_2Layer
  0.006914       0.004124          0.002789  0.039051      0.022583         0.016468 0.037537     0.020822        0.016715   373        MPNN_2Layer
  0.006837       0.004107          0.002729  0.038344      0.022400         0.015944 0.037382     0.021077        0.016305   374        MPNN_2Layer
  0.006929       0.004126          0.002804  0.038599      0.022458         0.016141 0.037636     0.020965        0.016671   375        MPNN_2Layer
  0.006851       0.004110          0.002741  0.038663      0.022396         0.016267 0.037268     0.020815        0.016453   376        MPNN_2Layer
  0.006817       0.004108          0.002709  0.038485      0.022346         0.016139 0.037265     0.020782        0.016483   377        MPNN_2Layer
  0.006834       0.004101          0.002733  0.038598      0.022396         0.016202 0.037386     0.020854        0.016532   378        MPNN_2Layer
  0.006878       0.004104          0.002773  0.038439      0.022392         0.016046 0.037408     0.020844        0.016564   379        MPNN_2Layer
  0.006852       0.004090          0.002762  0.039110      0.022569         0.016541 0.037680     0.020989        0.016691   380        MPNN_2Layer
  0.006817       0.004094          0.002723  0.038441      0.022456         0.015985 0.037094     0.020793        0.016302   381        MPNN_2Layer
  0.006996       0.004118          0.002878  0.039112      0.022642         0.016470 0.037490     0.021057        0.016433   382        MPNN_2Layer
  0.007027       0.004130          0.002897  0.038993      0.022578         0.016416 0.037341     0.020899        0.016443   383        MPNN_2Layer
  0.006872       0.004090          0.002782  0.038503      0.022371         0.016132 0.036923     0.020651        0.016271   384        MPNN_2Layer
  0.006805       0.004080          0.002725  0.038694      0.022471         0.016223 0.037074     0.020706        0.016368   385        MPNN_2Layer
  0.006881       0.004095          0.002786  0.038796      0.022509         0.016286 0.037775     0.021119        0.016656   386        MPNN_2Layer
  0.006853       0.004082          0.002771  0.038744      0.022482         0.016262 0.037268     0.020877        0.016391   387        MPNN_2Layer
  0.006901       0.004089          0.002813  0.038501      0.022410         0.016090 0.037185     0.020928        0.016257   388        MPNN_2Layer
  0.006783       0.004071          0.002712  0.038583      0.022375         0.016208 0.037093     0.020708        0.016385   389        MPNN_2Layer
  0.006765       0.004065          0.002700  0.038830      0.022506         0.016324 0.037292     0.020895        0.016397   390        MPNN_2Layer
  0.006968       0.004094          0.002874  0.039578      0.022727         0.016850 0.037766     0.021038        0.016728   391        MPNN_2Layer
  0.006816       0.004060          0.002757  0.038594      0.022428         0.016166 0.037007     0.020650        0.016357   392        MPNN_2Layer
  0.006720       0.004050          0.002670  0.038667      0.022439         0.016227 0.037305     0.020821        0.016484   393        MPNN_2Layer
  0.006759       0.004060          0.002699  0.038655      0.022446         0.016210 0.037177     0.020730        0.016447   394        MPNN_2Layer
  0.006790       0.004054          0.002736  0.038975      0.022561         0.016414 0.036978     0.020713        0.016265   395        MPNN_2Layer
  0.006872       0.004060          0.002812  0.038566      0.022435         0.016131 0.036946     0.020648        0.016298   396        MPNN_2Layer
  0.006767       0.004043          0.002724  0.038580      0.022378         0.016203 0.037067     0.020680        0.016387   397        MPNN_2Layer
  0.006738       0.004034          0.002704  0.038888      0.022574         0.016314 0.037115     0.020879        0.016236   398        MPNN_2Layer
  0.006808       0.004039          0.002768  0.038929      0.022580         0.016349 0.037283     0.020932        0.016351   399        MPNN_2Layer
  0.006844       0.004061          0.002783  0.038691      0.022424         0.016267 0.036795     0.020590        0.016205   400        MPNN_2Layer
  0.006695       0.004020          0.002676  0.038777      0.022439         0.016338 0.037208     0.020784        0.016424   401        MPNN_2Layer
  0.006734       0.004033          0.002701  0.038647      0.022415         0.016232 0.036793     0.020553        0.016240   402        MPNN_2Layer
  0.006705       0.004027          0.002678  0.038603      0.022385         0.016219 0.036827     0.020558        0.016269   403        MPNN_2Layer
  0.006678       0.004012          0.002666  0.038166      0.022276         0.015890 0.036783     0.020589        0.016194   404        MPNN_2Layer
  0.006687       0.004022          0.002665  0.038902      0.022528         0.016374 0.036942     0.020670        0.016272   405        MPNN_2Layer
  0.006703       0.004014          0.002690  0.038705      0.022355         0.016350 0.036833     0.020511        0.016322   406        MPNN_2Layer
  0.006666       0.004002          0.002664  0.038717      0.022405         0.016311 0.037053     0.020636        0.016417   407        MPNN_2Layer
  0.006785       0.004032          0.002753  0.038712      0.022420         0.016293 0.036958     0.020667        0.016290   408        MPNN_2Layer
  0.006817       0.004036          0.002782  0.038465      0.022335         0.016130 0.037152     0.020802        0.016349   409        MPNN_2Layer
  0.006692       0.004013          0.002679  0.038387      0.022339         0.016048 0.036841     0.020599        0.016242   410        MPNN_2Layer
  0.006654       0.004005          0.002649  0.038727      0.022483         0.016244 0.036889     0.020648        0.016241   411        MPNN_2Layer
  0.006661       0.003996          0.002665  0.038253      0.022289         0.015964 0.036790     0.020563        0.016226   412        MPNN_2Layer
  0.006691       0.003997          0.002695  0.038663      0.022363         0.016300 0.036761     0.020550        0.016212   413        MPNN_2Layer
  0.006691       0.003993          0.002698  0.038668      0.022379         0.016289 0.036677     0.020471        0.016205   414        MPNN_2Layer
  0.006641       0.003989          0.002652  0.038398      0.022316         0.016082 0.036651     0.020508        0.016143   415        MPNN_2Layer
  0.006618       0.003985          0.002632  0.038956      0.022500         0.016456 0.037154     0.020637        0.016516   416        MPNN_2Layer
  0.006745       0.004007          0.002738  0.038717      0.022364         0.016353 0.036665     0.020463        0.016202   417        MPNN_2Layer
  0.006856       0.004034          0.002822  0.038615      0.022337         0.016278 0.036658     0.020436        0.016222   418        MPNN_2Layer
  0.006628       0.003977          0.002652  0.039157      0.022566         0.016591 0.037272     0.020712        0.016560   419        MPNN_2Layer
  0.006645       0.003981          0.002664  0.038666      0.022372         0.016294 0.036621     0.020460        0.016160   420        MPNN_2Layer
  0.006606       0.003970          0.002636  0.038799      0.022423         0.016376 0.036741     0.020461        0.016281   421        MPNN_2Layer
  0.006707       0.003994          0.002714  0.038759      0.022452         0.016306 0.036725     0.020525        0.016200   422        MPNN_2Layer
  0.006687       0.003982          0.002705  0.038801      0.022406         0.016395 0.036990     0.020523        0.016467   423        MPNN_2Layer
  0.006698       0.003963          0.002735  0.038833      0.022404         0.016429 0.036848     0.020456        0.016392   424        MPNN_2Layer
  0.006629       0.003965          0.002664  0.038558      0.022347         0.016211 0.036647     0.020412        0.016235   425        MPNN_2Layer
  0.006633       0.003961          0.002673  0.038924      0.022461         0.016463 0.036751     0.020485        0.016266   426        MPNN_2Layer
  0.006649       0.003970          0.002679  0.039031      0.022558         0.016473 0.036874     0.020669        0.016205   427        MPNN_2Layer
  0.006623       0.003966          0.002657  0.038595      0.022334         0.016261 0.036413     0.020328        0.016085   428        MPNN_2Layer
  0.006627       0.003968          0.002659  0.038900      0.022457         0.016443 0.036764     0.020431        0.016333   429        MPNN_2Layer
  0.006651       0.003958          0.002693  0.038935      0.022414         0.016520 0.037007     0.020523        0.016484   430        MPNN_2Layer
  0.006659       0.003959          0.002700  0.038604      0.022354         0.016250 0.036525     0.020375        0.016150   431        MPNN_2Layer
  0.006582       0.003949          0.002634  0.038749      0.022420         0.016329 0.036543     0.020415        0.016128   432        MPNN_2Layer
  0.006543       0.003947          0.002597  0.038634      0.022334         0.016300 0.036547     0.020411        0.016135   433        MPNN_2Layer
  0.006564       0.003939          0.002625  0.038941      0.022462         0.016478 0.036976     0.020519        0.016457   434        MPNN_2Layer
  0.006638       0.003953          0.002685  0.038757      0.022360         0.016398 0.036778     0.020417        0.016361   435        MPNN_2Layer
  0.006606       0.003945          0.002660  0.038793      0.022376         0.016418 0.036683     0.020411        0.016272   436        MPNN_2Layer
  0.006538       0.003932          0.002606  0.038628      0.022309         0.016319 0.036694     0.020419        0.016275   437        MPNN_2Layer
  0.006597       0.003937          0.002660  0.039497      0.022665         0.016832 0.037375     0.020684        0.016690   438        MPNN_2Layer
  0.006531       0.003922          0.002609  0.038632      0.022297         0.016335 0.036717     0.020438        0.016278   439        MPNN_2Layer
  0.006596       0.003933          0.002663  0.038601      0.022295         0.016306 0.036547     0.020370        0.016177   440        MPNN_2Layer
  0.006519       0.003920          0.002600  0.038663      0.022207         0.016456 0.036645     0.020404        0.016241   441        MPNN_2Layer
  0.006524       0.003925          0.002598  0.038696      0.022286         0.016410 0.036723     0.020447        0.016276   442        MPNN_2Layer
  0.006514       0.003915          0.002599  0.038695      0.022235         0.016460 0.036802     0.020449        0.016353   443        MPNN_2Layer
  0.006527       0.003921          0.002606  0.038507      0.022231         0.016276 0.036341     0.020307        0.016034   444        MPNN_2Layer
  0.006503       0.003917          0.002587  0.038594      0.022227         0.016367 0.036439     0.020338        0.016101   445        MPNN_2Layer
  0.006545       0.003925          0.002619  0.038894      0.022388         0.016507 0.036609     0.020366        0.016243   446        MPNN_2Layer
  0.006565       0.003931          0.002634  0.038525      0.022205         0.016320 0.036541     0.020381        0.016159   447        MPNN_2Layer
  0.006496       0.003908          0.002588  0.039691      0.022660         0.017031 0.037350     0.020605        0.016745   448        MPNN_2Layer
  0.006556       0.003921          0.002635  0.038692      0.022316         0.016376 0.036258     0.020247        0.016011   449        MPNN_2Layer
  0.006628       0.003913          0.002716  0.038841      0.022357         0.016484 0.036797     0.020407        0.016390   450        MPNN_2Layer
  0.006541       0.003909          0.002632  0.038729      0.022326         0.016403 0.036593     0.020340        0.016253   451        MPNN_2Layer
  0.006588       0.003920          0.002668  0.039089      0.022498         0.016591 0.036473     0.020303        0.016170   452        MPNN_2Layer
  0.006567       0.003916          0.002651  0.038636      0.022223         0.016413 0.036794     0.020466        0.016328   453        MPNN_2Layer
  0.006484       0.003899          0.002585  0.039380      0.022422         0.016958 0.037085     0.020519        0.016567   454        MPNN_2Layer
  0.006492       0.003901          0.002591  0.038764      0.022310         0.016454 0.036535     0.020353        0.016182   455        MPNN_2Layer
  0.006468       0.003902          0.002566  0.038913      0.022476         0.016437 0.036526     0.020392        0.016134   456        MPNN_2Layer
  0.006498       0.003903          0.002595  0.038633      0.022306         0.016327 0.036546     0.020362        0.016184   457        MPNN_2Layer
  0.006485       0.003894          0.002591  0.038636      0.022297         0.016339 0.036328     0.020272        0.016056   458        MPNN_2Layer
  0.006542       0.003909          0.002633  0.039583      0.022608         0.016975 0.037173     0.020564        0.016609   459        MPNN_2Layer
  0.006499       0.003902          0.002597  0.039252      0.022529         0.016723 0.037014     0.020534        0.016480   460        MPNN_2Layer
  0.006587       0.003911          0.002676  0.038977      0.022380         0.016597 0.036879     0.020549        0.016330   461        MPNN_2Layer
  0.006499       0.003896          0.002603  0.039067      0.022461         0.016607 0.036885     0.020549        0.016337   462        MPNN_2Layer
  0.006535       0.003898          0.002637  0.038743      0.022282         0.016461 0.036641     0.020424        0.016218   463        MPNN_2Layer
  0.006450       0.003888          0.002562  0.039106      0.022407         0.016698 0.037069     0.020498        0.016571   464        MPNN_2Layer
  0.006511       0.003899          0.002613  0.039059      0.022419         0.016640 0.036752     0.020404        0.016348   465        MPNN_2Layer
  0.006513       0.003897          0.002616  0.039076      0.022410         0.016666 0.036671     0.020373        0.016298   466        MPNN_2Layer
  0.006498       0.003890          0.002608  0.038896      0.022403         0.016493 0.036520     0.020363        0.016157   467        MPNN_2Layer
  0.006464       0.003878          0.002586  0.038922      0.022431         0.016492 0.036363     0.020267        0.016096   468        MPNN_2Layer
  0.006433       0.003874          0.002559  0.038605      0.022238         0.016367 0.036531     0.020370        0.016161   469        MPNN_2Layer
  0.006419       0.003875          0.002544  0.038924      0.022348         0.016576 0.036720     0.020401        0.016319   470        MPNN_2Layer
  0.006445       0.003874          0.002570  0.039056      0.022417         0.016639 0.036709     0.020442        0.016266   471        MPNN_2Layer
  0.006461       0.003875          0.002586  0.039363      0.022518         0.016846 0.036906     0.020394        0.016512   472        MPNN_2Layer
  0.006431       0.003876          0.002555  0.038560      0.022184         0.016376 0.036441     0.020296        0.016145   473        MPNN_2Layer
  0.006429       0.003868          0.002560  0.039279      0.022420         0.016859 0.037265     0.020617        0.016648   474        MPNN_2Layer
  0.006430       0.003875          0.002555  0.038959      0.022356         0.016603 0.037145     0.020636        0.016509   475        MPNN_2Layer
  0.006438       0.003876          0.002562  0.039109      0.022411         0.016697 0.036946     0.020480        0.016466   476        MPNN_2Layer
  0.006408       0.003866          0.002543  0.038944      0.022365         0.016579 0.036741     0.020419        0.016321   477        MPNN_2Layer
  0.006439       0.003875          0.002564  0.038572      0.022167         0.016405 0.036382     0.020256        0.016126   478        MPNN_2Layer
  0.006424       0.003863          0.002562  0.039302      0.022496         0.016806 0.037289     0.020559        0.016730   479        MPNN_2Layer
  0.006458       0.003870          0.002588  0.038825      0.022349         0.016476 0.036833     0.020401        0.016432   480        MPNN_2Layer
  0.006408       0.003860          0.002548  0.038796      0.022244         0.016552 0.036573     0.020379        0.016194   481        MPNN_2Layer
  0.006423       0.003864          0.002559  0.038977      0.022356         0.016621 0.036718     0.020373        0.016345   482        MPNN_2Layer
  0.006390       0.003858          0.002532  0.038813      0.022242         0.016571 0.036580     0.020337        0.016244   483        MPNN_2Layer
  0.006398       0.003861          0.002537  0.038711      0.022309         0.016402 0.036432     0.020320        0.016113   484        MPNN_2Layer
  0.006400       0.003857          0.002543  0.038887      0.022230         0.016657 0.036918     0.020426        0.016492   485        MPNN_2Layer
  0.006408       0.003855          0.002553  0.038855      0.022264         0.016591 0.036789     0.020374        0.016415   486        MPNN_2Layer
  0.006402       0.003852          0.002550  0.038938      0.022234         0.016704 0.036978     0.020450        0.016528   487        MPNN_2Layer
  0.006382       0.003851          0.002531  0.038434      0.022090         0.016344 0.036253     0.020197        0.016057   488        MPNN_2Layer
  0.006385       0.003850          0.002535  0.038628      0.022291         0.016337 0.036360     0.020250        0.016109   489        MPNN_2Layer
  0.006391       0.003853          0.002538  0.038378      0.022123         0.016254 0.036183     0.020231        0.015952   490        MPNN_2Layer
  0.006378       0.003848          0.002530  0.038754      0.022179         0.016575 0.036790     0.020363        0.016427   491        MPNN_2Layer
  0.006380       0.003849          0.002530  0.038466      0.022153         0.016313 0.036167     0.020193        0.015973   492        MPNN_2Layer
  0.006388       0.003846          0.002542  0.038454      0.022153         0.016301 0.036175     0.020178        0.015997   493        MPNN_2Layer
  0.006386       0.003850          0.002536  0.038702      0.022215         0.016487 0.036605     0.020339        0.016265   494        MPNN_2Layer
  0.006364       0.003841          0.002524  0.038667      0.022181         0.016486 0.036516     0.020296        0.016219   495        MPNN_2Layer
  0.006397       0.003852          0.002545  0.038366      0.022088         0.016278 0.036214     0.020202        0.016013   496        MPNN_2Layer
  0.006484       0.003870          0.002614  0.038779      0.022233         0.016546 0.036604     0.020313        0.016291   497        MPNN_2Layer
  0.006403       0.003852          0.002551  0.038762      0.022222         0.016540 0.036866     0.020419        0.016447   498        MPNN_2Layer
  0.006378       0.003846          0.002532  0.038799      0.022244         0.016556 0.036823     0.020404        0.016419   499        MPNN_2Layer
  0.006406       0.003848          0.002558  0.038629      0.022193         0.016435 0.036589     0.020305        0.016284   500        MPNN_2Layer
  0.006373       0.003838          0.002534  0.038772      0.022181         0.016591 0.036761     0.020368        0.016393   501        MPNN_2Layer
  0.006374       0.003845          0.002529  0.038612      0.022252         0.016360 0.036372     0.020246        0.016126   502        MPNN_2Layer
  0.006398       0.003845          0.002553  0.038885      0.022243         0.016643 0.036795     0.020366        0.016430   503        MPNN_2Layer
  0.006366       0.003842          0.002524  0.038728      0.022254         0.016474 0.036575     0.020300        0.016275   504        MPNN_2Layer
  0.006354       0.003837          0.002517  0.038927      0.022337         0.016590 0.036852     0.020421        0.016431   505        MPNN_2Layer
  0.006350       0.003836          0.002514  0.038830      0.022220         0.016610 0.036904     0.020405        0.016499   506        MPNN_2Layer
  0.006369       0.003839          0.002530  0.038715      0.022187         0.016528 0.036574     0.020302        0.016271   507        MPNN_2Layer
  0.006406       0.003844          0.002561  0.038469      0.022150         0.016319 0.036713     0.020407        0.016306   508        MPNN_2Layer
  0.006418       0.003846          0.002572  0.038772      0.022226         0.016546 0.036749     0.020362        0.016387   509        MPNN_2Layer
  0.006347       0.003835          0.002512  0.038678      0.022175         0.016502 0.036688     0.020358        0.016330   510        MPNN_2Layer
  0.006330       0.003826          0.002504  0.038639      0.022160         0.016479 0.036697     0.020360        0.016337   511        MPNN_2Layer
  0.006345       0.003828          0.002518  0.039092      0.022417         0.016675 0.036983     0.020475        0.016509   512        MPNN_2Layer
  0.006342       0.003830          0.002512  0.038519      0.022150         0.016368 0.036577     0.020302        0.016275   513        MPNN_2Layer
  0.006341       0.003828          0.002513  0.038763      0.022190         0.016573 0.036784     0.020369        0.016415   514        MPNN_2Layer
  0.006353       0.003833          0.002521  0.038857      0.022198         0.016659 0.036854     0.020392        0.016462   515        MPNN_2Layer
  0.006347       0.003827          0.002519  0.038693      0.022183         0.016511 0.036841     0.020415        0.016426   516        MPNN_2Layer
  0.006334       0.003826          0.002507  0.038844      0.022208         0.016636 0.036868     0.020400        0.016468   517        MPNN_2Layer
  0.006351       0.003829          0.002522  0.038802      0.022227         0.016575 0.036719     0.020335        0.016383   518        MPNN_2Layer
  0.006342       0.003827          0.002515  0.038864      0.022219         0.016644 0.036983     0.020448        0.016536   519        MPNN_2Layer
  0.006320       0.003823          0.002497  0.038725      0.022153         0.016572 0.036742     0.020353        0.016389   520        MPNN_2Layer
  0.006332       0.003821          0.002511  0.038801      0.022195         0.016606 0.037006     0.020473        0.016533   521        MPNN_2Layer
  0.006340       0.003823          0.002517  0.038935      0.022346         0.016589 0.036768     0.020353        0.016414   522        MPNN_2Layer
  0.006349       0.003827          0.002522  0.038750      0.022173         0.016577 0.036842     0.020376        0.016466   523        MPNN_2Layer
  0.006313       0.003816          0.002497  0.038443      0.022111         0.016332 0.036464     0.020265        0.016199   524        MPNN_2Layer
  0.006315       0.003818          0.002497  0.038772      0.022174         0.016598 0.036765     0.020356        0.016409   525        MPNN_2Layer
  0.006323       0.003815          0.002509  0.038888      0.022214         0.016674 0.036972     0.020434        0.016538   526        MPNN_2Layer
  0.006335       0.003822          0.002514  0.038827      0.022199         0.016628 0.037000     0.020461        0.016539   527        MPNN_2Layer
  0.006349       0.003826          0.002523  0.038720      0.022157         0.016563 0.036692     0.020315        0.016377   528        MPNN_2Layer
  0.006311       0.003816          0.002495  0.038697      0.022165         0.016532 0.036744     0.020339        0.016406   529        MPNN_2Layer
  0.006316       0.003818          0.002498  0.038750      0.022175         0.016574 0.036752     0.020341        0.016411   530        MPNN_2Layer
  0.006315       0.003816          0.002499  0.038445      0.022110         0.016335 0.036405     0.020233        0.016171   531        MPNN_2Layer
  0.006326       0.003819          0.002506  0.038780      0.022176         0.016603 0.036822     0.020393        0.016430   532        MPNN_2Layer
  0.006312       0.003813          0.002499  0.038888      0.022200         0.016688 0.037033     0.020444        0.016588   533        MPNN_2Layer
  0.006328       0.003819          0.002509  0.038748      0.022183         0.016566 0.036822     0.020370        0.016452   534        MPNN_2Layer
  0.006310       0.003818          0.002492  0.038835      0.022233         0.016603 0.036808     0.020363        0.016445   535        MPNN_2Layer
  0.006318       0.003820          0.002498  0.038547      0.022182         0.016365 0.036651     0.020319        0.016332   536        MPNN_2Layer
