------------------------------------
 Train MAE  Train Msg MAE  Train Belief MAE  Test MAE  Test Msg MAE  Test Belief MAE  Val MAE  Val Msg MAE  Val Belief MAE Epoch              Model
  0.054875       0.035399          0.019476  0.162917      0.101838         0.061078 0.172974     0.107594        0.065380    42 MPNN_Structure2Vec
  0.054870       0.035217          0.019653  0.166289      0.103355         0.062935 0.175558     0.108236        0.067323    43 MPNN_Structure2Vec
  0.053725       0.034718          0.019007  0.165560      0.102806         0.062754 0.173999     0.107733        0.066266    44 MPNN_Structure2Vec
  0.053588       0.034407          0.019181  0.162026      0.101913         0.060113 0.174540     0.108652        0.065888    45 MPNN_Structure2Vec
  0.053400       0.034435          0.018965  0.162818      0.101791         0.061027 0.173874     0.107463        0.066410    46 MPNN_Structure2Vec
  0.052837       0.034018          0.018819  0.163499      0.101749         0.061750 0.174285     0.107947        0.066338    47 MPNN_Structure2Vec
  0.052451       0.033902          0.018549  0.163434      0.101927         0.061507 0.173383     0.107648        0.065736    48 MPNN_Structure2Vec
  0.053540       0.034300          0.019239  0.164275      0.102776         0.061499 0.174708     0.108663        0.066045    49 MPNN_Structure2Vec
  0.053227       0.034030          0.019197  0.162155      0.101720         0.060435 0.173338     0.108068        0.065270    50 MPNN_Structure2Vec
  0.051540       0.033308          0.018233  0.163319      0.102393         0.060927 0.175270     0.108874        0.066396    51 MPNN_Structure2Vec
  0.051567       0.033244          0.018323  0.163998      0.102195         0.061804 0.173955     0.107914        0.066041    52 MPNN_Structure2Vec
  0.051040       0.033074          0.017966  0.164810      0.103266         0.061544 0.177374     0.110649        0.066725    53 MPNN_Structure2Vec
  0.051102       0.033027          0.018075  0.162101      0.101320         0.060781 0.171946     0.107020        0.064926    54 MPNN_Structure2Vec
  0.051166       0.032920          0.018247  0.166020      0.103502         0.062518 0.176822     0.109705        0.067117    55 MPNN_Structure2Vec
  0.050898       0.032746          0.018152  0.161445      0.101833         0.059613 0.173051     0.108042        0.065009    56 MPNN_Structure2Vec
  0.051464       0.033174          0.018290  0.161534      0.102045         0.059488 0.173118     0.108387        0.064732    57 MPNN_Structure2Vec
  0.522465       0.241029          0.281436  0.461110      0.213176         0.247933 0.470283     0.218281        0.252003     1        MPNN_2Layer
  0.309504       0.143755          0.165749  0.311864      0.156661         0.155203 0.316766     0.158453        0.158313     2        MPNN_2Layer
  0.201058       0.088124          0.112934  0.255585      0.126053         0.129532 0.258738     0.127209        0.131529     3        MPNN_2Layer
  0.148847       0.064403          0.084444  0.228847      0.119591         0.109256 0.237210     0.121905        0.115305     4        MPNN_2Layer
  0.107005       0.046207          0.060798  0.184583      0.098178         0.086406 0.194220     0.101308        0.092911     5        MPNN_2Layer
  0.079809       0.035168          0.044641  0.181920      0.099713         0.082207 0.189653     0.102587        0.087065     6        MPNN_2Layer
  0.071831       0.031424          0.040407  0.155127      0.085983         0.069144 0.162746     0.088872        0.073874     7        MPNN_2Layer
  0.064264       0.027757          0.036508  0.156105      0.083741         0.072363 0.163420     0.086803        0.076617     8        MPNN_2Layer
  0.070964       0.030015          0.040949  0.153611      0.082885         0.070726 0.160637     0.085680        0.074957     9        MPNN_2Layer
  0.061349       0.025763          0.035586  0.146971      0.084538         0.062433 0.154867     0.086939        0.067927    10        MPNN_2Layer
  0.056440       0.023744          0.032696  0.131852      0.074418         0.057434 0.138504     0.076742        0.061762    11        MPNN_2Layer
  0.055134       0.023240          0.031894  0.183404      0.114088         0.069316 0.192027     0.117051        0.074976    12        MPNN_2Layer
  0.058690       0.024506          0.034185  0.151816      0.091009         0.060808 0.159342     0.093924        0.065418    13        MPNN_2Layer
  0.053893       0.022817          0.031076  0.127036      0.070849         0.056188 0.133360     0.072963        0.060397    14        MPNN_2Layer
  0.047423       0.020627          0.026796  0.127881      0.072290         0.055591 0.133028     0.073787        0.059241    15        MPNN_2Layer
  0.052384       0.022126          0.030258  0.161863      0.090870         0.070993 0.166972     0.092643        0.074328    16        MPNN_2Layer
  0.053316       0.021958          0.031358  0.129248      0.072510         0.056739 0.135587     0.074767        0.060820    17        MPNN_2Layer
  0.050906       0.021573          0.029333  0.129777      0.076486         0.053292 0.134196     0.077027        0.057168    18        MPNN_2Layer
  0.044252       0.019311          0.024942  0.142710      0.087889         0.054821 0.149475     0.090364        0.059111    19        MPNN_2Layer
  0.051422       0.021331          0.030091  0.118520      0.066462         0.052058 0.127159     0.068935        0.058223    20        MPNN_2Layer
  0.042446       0.018546          0.023900  0.117653      0.067160         0.050493 0.124062     0.069102        0.054961    21        MPNN_2Layer
  0.039372       0.017681          0.021692  0.115209      0.065008         0.050202 0.121809     0.067061        0.054748    22        MPNN_2Layer
  0.040197       0.017576          0.022620  0.117631      0.067064         0.050567 0.122866     0.068277        0.054589    23        MPNN_2Layer
  0.040896       0.017853          0.023043  0.116373      0.065301         0.051072 0.122969     0.067208        0.055761    24        MPNN_2Layer
  0.040017       0.018104          0.021914  0.125450      0.074467         0.050983 0.134459     0.077442        0.057017    25        MPNN_2Layer
  0.036415       0.016967          0.019449  0.114279      0.067157         0.047122 0.117392     0.067610        0.049782    26        MPNN_2Layer
  0.038371       0.017562          0.020809  0.124306      0.074872         0.049434 0.131528     0.077346        0.054182    27        MPNN_2Layer
  0.042949       0.019174          0.023775  0.110486      0.065089         0.045398 0.115731     0.065982        0.049749    28        MPNN_2Layer
  0.042053       0.018567          0.023486  0.163954      0.107192         0.056763 0.170128     0.108786        0.061342    29        MPNN_2Layer
  0.039142       0.017911          0.021231  0.112770      0.067697         0.045073 0.117473     0.068751        0.048722    30        MPNN_2Layer
  0.036042       0.016746          0.019296  0.134145      0.086113         0.048033 0.139397     0.087734        0.051663    31        MPNN_2Layer
  0.037079       0.016754          0.020324  0.120435      0.074224         0.046211 0.125190     0.075359        0.049831    32        MPNN_2Layer
  0.039595       0.017734          0.021861  0.113290      0.069368         0.043922 0.118211     0.070628        0.047583    33        MPNN_2Layer
  0.037450       0.016898          0.020553  0.103530      0.060410         0.043119 0.108459     0.061653        0.046805    34        MPNN_2Layer
  0.040492       0.017915          0.022577  0.114659      0.071752         0.042908 0.119323     0.072592        0.046732    35        MPNN_2Layer
  0.036524       0.016757          0.019767  0.114049      0.070762         0.043287 0.120653     0.072962        0.047691    36        MPNN_2Layer
  0.030653       0.014797          0.015857  0.107190      0.065314         0.041876 0.113201     0.066920        0.046281    37        MPNN_2Layer
  0.030011       0.014447          0.015564  0.106263      0.064783         0.041480 0.111672     0.066250        0.045421    38        MPNN_2Layer
  0.033208       0.015597          0.017611  0.116282      0.070747         0.045535 0.123151     0.072764        0.050388    39        MPNN_2Layer
  0.033060       0.015467          0.017592  0.127114      0.083307         0.043807 0.133332     0.084731        0.048601    40        MPNN_2Layer
  0.030162       0.014478          0.015684  0.107613      0.066971         0.040642 0.112811     0.068486        0.044325    41        MPNN_2Layer
  0.029093       0.013928          0.015165  0.111619      0.070448         0.041170 0.116143     0.072063        0.044080    42        MPNN_2Layer
  0.032228       0.014807          0.017422  0.123250      0.076773         0.046477 0.128140     0.078576        0.049564    43        MPNN_2Layer
  0.031361       0.014708          0.016652  0.115689      0.072555         0.043135 0.121348     0.074469        0.046879    44        MPNN_2Layer
  0.029392       0.013911          0.015481  0.102743      0.062888         0.039855 0.107875     0.064530        0.043345    45        MPNN_2Layer
  0.028180       0.013491          0.014689  0.115598      0.074162         0.041436 0.120841     0.076050        0.044791    46        MPNN_2Layer
  0.025937       0.013108          0.012829  0.099760      0.062164         0.037595 0.104251     0.063608        0.040644    47        MPNN_2Layer
  0.030632       0.014256          0.016376  0.133452      0.087340         0.046112 0.140945     0.090740        0.050205    48        MPNN_2Layer
  0.028476       0.013794          0.014682  0.098607      0.060294         0.038313 0.103500     0.062102        0.041398    49        MPNN_2Layer
  0.029748       0.013908          0.015840  0.103921      0.064057         0.039863 0.108558     0.065744        0.042814    50        MPNN_2Layer
  0.030589       0.013781          0.016807  0.101995      0.065087         0.036909 0.106636     0.066347        0.040289    51        MPNN_2Layer
  0.024858       0.012645          0.012213  0.105395      0.066925         0.038470 0.110274     0.068566        0.041709    52        MPNN_2Layer
  0.027525       0.012994          0.014531  0.105818      0.064715         0.041103 0.111543     0.066989        0.044555    53        MPNN_2Layer
  0.027167       0.013203          0.013964  0.101018      0.061564         0.039454 0.104452     0.062773        0.041679    54        MPNN_2Layer
  0.024659       0.012469          0.012191  0.099777      0.060780         0.038997 0.103799     0.062661        0.041138    55        MPNN_2Layer
  0.027075       0.013122          0.013953  0.109570      0.069256         0.040314 0.113323     0.070581        0.042742    56        MPNN_2Layer
  0.028433       0.013693          0.014740  0.110778      0.071198         0.039580 0.115532     0.072674        0.042859    57        MPNN_2Layer
  0.027919       0.013380          0.014539  0.104356      0.065502         0.038853 0.108114     0.066875        0.041239    58        MPNN_2Layer
  0.027735       0.013329          0.014406  0.100305      0.061322         0.038983 0.105413     0.063565        0.041847    59        MPNN_2Layer
  0.027497       0.013154          0.014343  0.104245      0.066003         0.038242 0.110072     0.068115        0.041957    60        MPNN_2Layer
  0.025930       0.012771          0.013159  0.110867      0.070937         0.039929 0.115621     0.072559        0.043062    61        MPNN_2Layer
  0.025765       0.012660          0.013106  0.102968      0.065315         0.037653 0.109052     0.067899        0.041153    62        MPNN_2Layer
  0.022798       0.011793          0.011005  0.102539      0.064807         0.037732 0.107674     0.066596        0.041079    63        MPNN_2Layer
  0.022638       0.011576          0.011062  0.099097      0.062212         0.036885 0.104025     0.063936        0.040089    64        MPNN_2Layer
  0.021883       0.011429          0.010454  0.099368      0.062452         0.036916 0.103753     0.064217        0.039536    65        MPNN_2Layer
  0.021541       0.011380          0.010161  0.094339      0.057825         0.036513 0.098842     0.059781        0.039062    66        MPNN_2Layer
  0.021341       0.011399          0.009942  0.101968      0.064577         0.037392 0.106043     0.066125        0.039919    67        MPNN_2Layer
  0.021725       0.011401          0.010324  0.100129      0.063581         0.036548 0.104926     0.065370        0.039556    68        MPNN_2Layer
  0.025888       0.012569          0.013319  0.130627      0.087085         0.043542 0.133744     0.088051        0.045693    69        MPNN_2Layer
  0.027548       0.013226          0.014322  0.087735      0.054425         0.033310 0.093906     0.056547        0.037359    70        MPNN_2Layer
  0.023695       0.011696          0.011999  0.093903      0.058328         0.035575 0.098635     0.060442        0.038193    71        MPNN_2Layer
  0.024585       0.012193          0.012392  0.108904      0.070221         0.038683 0.112246     0.071098        0.041148    72        MPNN_2Layer
  0.023169       0.011801          0.011368  0.101436      0.064817         0.036619 0.105951     0.066555        0.039395    73        MPNN_2Layer
  0.025510       0.012144          0.013366  0.093593      0.059089         0.034504 0.098880     0.060690        0.038189    74        MPNN_2Layer
  0.021526       0.011009          0.010517  0.088764      0.055784         0.032979 0.094233     0.057763        0.036470    75        MPNN_2Layer
  0.020320       0.010921          0.009398  0.095006      0.058511         0.036495 0.098825     0.060145        0.038681    76        MPNN_2Layer
  0.020879       0.011043          0.009836  0.099265      0.062493         0.036772 0.104049     0.064456        0.039593    77        MPNN_2Layer
  0.023535       0.011770          0.011765  0.087216      0.053854         0.033362 0.092324     0.055694        0.036630    78        MPNN_2Layer
  0.023443       0.011919          0.011525  0.091499      0.057167         0.034332 0.097649     0.059211        0.038438    79        MPNN_2Layer
  0.024061       0.012064          0.011997  0.101577      0.063847         0.037729 0.104164     0.064774        0.039390    80        MPNN_2Layer
  0.024734       0.011938          0.012796  0.087908      0.053690         0.034219 0.092519     0.055516        0.037003    81        MPNN_2Layer
  0.025780       0.012347          0.013433  0.085453      0.053070         0.032383 0.090190     0.054722        0.035467    82        MPNN_2Layer
  0.019713       0.010662          0.009051  0.087481      0.053605         0.033876 0.091953     0.055420        0.036533    83        MPNN_2Layer
  0.020755       0.010573          0.010182  0.088955      0.054654         0.034302 0.093296     0.056178        0.037118    84        MPNN_2Layer
  0.021715       0.010890          0.010825  0.103851      0.065874         0.037977 0.106441     0.066587        0.039854    85        MPNN_2Layer
  0.020109       0.010776          0.009332  0.085964      0.053532         0.032432 0.090443     0.055033        0.035410    86        MPNN_2Layer
  0.018800       0.010404          0.008397  0.087336      0.053909         0.033427 0.091785     0.055575        0.036210    87        MPNN_2Layer
  0.018868       0.010324          0.008545  0.089421      0.056053         0.033368 0.094012     0.057660        0.036352    88        MPNN_2Layer
  0.020805       0.010877          0.009928  0.093982      0.059928         0.034054 0.097655     0.061075        0.036580    89        MPNN_2Layer
  0.020487       0.010758          0.009729  0.091023      0.056804         0.034219 0.095165     0.058433        0.036732    90        MPNN_2Layer
  0.018095       0.010177          0.007918  0.082730      0.051186         0.031543 0.087349     0.052626        0.034724    91        MPNN_2Layer
  0.017858       0.010093          0.007765  0.083135      0.051180         0.031955 0.087638     0.052653        0.034985    92        MPNN_2Layer
  0.019600       0.010565          0.009035  0.100564      0.065103         0.035461 0.102314     0.065033        0.037281    93        MPNN_2Layer
  0.020707       0.010758          0.009949  0.085074      0.053853         0.031221 0.089452     0.055048        0.034404    94        MPNN_2Layer
  0.020603       0.010585          0.010017  0.086523      0.053998         0.032524 0.091104     0.055352        0.035752    95        MPNN_2Layer
  0.020863       0.010916          0.009947  0.082801      0.051271         0.031530 0.088608     0.053211        0.035397    96        MPNN_2Layer
  0.018877       0.010105          0.008772  0.080082      0.049859         0.030223 0.085126     0.051498        0.033628    97        MPNN_2Layer
  0.017411       0.009932          0.007479  0.080685      0.049674         0.031010 0.085456     0.051246        0.034211    98        MPNN_2Layer
  0.017402       0.009879          0.007523  0.081329      0.050918         0.030411 0.086284     0.052513        0.033771    99        MPNN_2Layer
  0.020010       0.010522          0.009487  0.079516      0.048931         0.030584 0.083816     0.050254        0.033563   100        MPNN_2Layer
  0.020025       0.010521          0.009504  0.091146      0.058941         0.032204 0.094549     0.059553        0.034996   101        MPNN_2Layer
  0.020699       0.010794          0.009904  0.092123      0.059289         0.032834 0.095056     0.059491        0.035565   102        MPNN_2Layer
  0.017466       0.009884          0.007582  0.079043      0.048621         0.030422 0.083505     0.050152        0.033354   103        MPNN_2Layer
  0.019396       0.010337          0.009059  0.085678      0.052455         0.033223 0.091120     0.054119        0.037000   104        MPNN_2Layer
  0.017883       0.009905          0.007978  0.079711      0.049232         0.030479 0.084682     0.050866        0.033816   105        MPNN_2Layer
  0.016846       0.009644          0.007202  0.076889      0.047086         0.029803 0.080560     0.048141        0.032420   106        MPNN_2Layer
  0.019628       0.010324          0.009304  0.110709      0.072947         0.037761 0.112588     0.072812        0.039776   107        MPNN_2Layer
  0.024022       0.011890          0.012132  0.092463      0.056406         0.036057 0.097839     0.058143        0.039696   108        MPNN_2Layer
  0.019269       0.010077          0.009192  0.075069      0.046804         0.028265 0.079336     0.047918        0.031417   109        MPNN_2Layer
  0.016603       0.009551          0.007053  0.076467      0.046365         0.030102 0.081202     0.047875        0.033327   110        MPNN_2Layer
  0.017023       0.009586          0.007437  0.076504      0.047511         0.028993 0.080602     0.048506        0.032096   111        MPNN_2Layer
  0.019660       0.010379          0.009282  0.079239      0.050968         0.028270 0.083698     0.052066        0.031632   112        MPNN_2Layer
  0.018990       0.010162          0.008828  0.075137      0.046952         0.028186 0.078692     0.047649        0.031043   113        MPNN_2Layer
  0.019486       0.010344          0.009142  0.075925      0.046907         0.029019 0.079317     0.047820        0.031497   114        MPNN_2Layer
  0.016895       0.009555          0.007340  0.072462      0.044277         0.028185 0.076428     0.045540        0.030888   115        MPNN_2Layer
  0.018156       0.009844          0.008312  0.077895      0.048959         0.028936 0.081819     0.050109        0.031710   116        MPNN_2Layer
  0.019813       0.010339          0.009474  0.076518      0.048084         0.028434 0.081537     0.049581        0.031956   117        MPNN_2Layer
  0.020465       0.010315          0.010150  0.074455      0.045875         0.028580 0.076884     0.046356        0.030528   118        MPNN_2Layer
  0.018484       0.009920          0.008564  0.084055      0.054847         0.029208 0.087562     0.055396        0.032166   119        MPNN_2Layer
  0.018206       0.010005          0.008201  0.080737      0.053103         0.027634 0.084914     0.053639        0.031275   120        MPNN_2Layer
  0.023802       0.011775          0.012027  0.086886      0.053945         0.032941 0.091487     0.055029        0.036457   121        MPNN_2Layer
  0.022483       0.011332          0.011151  0.073289      0.044601         0.028687 0.077101     0.045546        0.031554   122        MPNN_2Layer
  0.016720       0.009515          0.007205  0.070837      0.044422         0.026415 0.075124     0.045566        0.029559   123        MPNN_2Layer
  0.015869       0.009329          0.006540  0.071720      0.044725         0.026995 0.073394     0.044569        0.028826   124        MPNN_2Layer
  0.016676       0.009460          0.007216  0.076263      0.048478         0.027785 0.080605     0.049560        0.031044   125        MPNN_2Layer
  0.016799       0.009375          0.007424  0.070942      0.043339         0.027603 0.075123     0.044282        0.030841   126        MPNN_2Layer
  0.018447       0.009936          0.008511  0.076512      0.044861         0.031651 0.079337     0.045436        0.033900   127        MPNN_2Layer
  0.016228       0.009301          0.006928  0.070330      0.043884         0.026446 0.074926     0.045208        0.029717   128        MPNN_2Layer
  0.016196       0.009248          0.006948  0.067722      0.041331         0.026391 0.070270     0.041774        0.028496   129        MPNN_2Layer
  0.016017       0.009280          0.006738  0.065723      0.040323         0.025400 0.068735     0.040884        0.027850   130        MPNN_2Layer
  0.016058       0.009215          0.006843  0.066727      0.041206         0.025521 0.070390     0.041967        0.028422   131        MPNN_2Layer
  0.014918       0.008931          0.005987  0.065857      0.040815         0.025042 0.069093     0.041443        0.027651   132        MPNN_2Layer
  0.014541       0.008799          0.005742  0.065052      0.039765         0.025287 0.067510     0.039853        0.027657   133        MPNN_2Layer
  0.015042       0.008903          0.006140  0.067261      0.041954         0.025307 0.070547     0.042590        0.027957   134        MPNN_2Layer
  0.016755       0.009404          0.007352  0.065644      0.040427         0.025217 0.068783     0.040915        0.027868   135        MPNN_2Layer
  0.014613       0.008759          0.005855  0.064437      0.039258         0.025179 0.066217     0.039129        0.027087   136        MPNN_2Layer
  0.014236       0.008683          0.005553  0.065482      0.040299         0.025183 0.068950     0.040793        0.028158   137        MPNN_2Layer
  0.014646       0.008793          0.005853  0.063515      0.039236         0.024278 0.067109     0.039805        0.027305   138        MPNN_2Layer
  0.014256       0.008697          0.005560  0.064923      0.039425         0.025498 0.066695     0.039469        0.027226   139        MPNN_2Layer
  0.015647       0.008783          0.006864  0.063612      0.039452         0.024160 0.066648     0.039891        0.026756   140        MPNN_2Layer
  0.014999       0.008751          0.006248  0.066173      0.039636         0.026537 0.069125     0.040168        0.028957   141        MPNN_2Layer
  0.016672       0.008857          0.007816  0.065072      0.040094         0.024977 0.067540     0.040349        0.027192   142        MPNN_2Layer
  0.014553       0.008606          0.005947  0.061610      0.038157         0.023453 0.064579     0.038496        0.026084   143        MPNN_2Layer
  0.014339       0.008613          0.005726  0.063303      0.039511         0.023792 0.066183     0.039643        0.026540   144        MPNN_2Layer
  0.013961       0.008519          0.005442  0.062216      0.038286         0.023929 0.064789     0.038274        0.026515   145        MPNN_2Layer
  0.015767       0.008975          0.006791  0.073194      0.045768         0.027426 0.073248     0.044798        0.028450   146        MPNN_2Layer
  0.017857       0.009581          0.008276  0.063313      0.038739         0.024574 0.064554     0.038419        0.026136   147        MPNN_2Layer
  0.015391       0.009002          0.006389  0.064451      0.039490         0.024961 0.064613     0.038613        0.025999   148        MPNN_2Layer
  0.017288       0.009375          0.007913  0.062684      0.039376         0.023308 0.065646     0.039543        0.026103   149        MPNN_2Layer
  0.017115       0.009413          0.007703  0.059902      0.036316         0.023586 0.060751     0.035924        0.024827   150        MPNN_2Layer
  0.016317       0.009135          0.007181  0.062082      0.037555         0.024527 0.063129     0.037048        0.026081   151        MPNN_2Layer
  0.015078       0.008673          0.006405  0.060679      0.037709         0.022970 0.062995     0.037561        0.025434   152        MPNN_2Layer
  0.015682       0.008671          0.007011  0.063436      0.039109         0.024326 0.063787     0.038367        0.025420   153        MPNN_2Layer
  0.015312       0.008890          0.006422  0.059223      0.036034         0.023189 0.061036     0.035833        0.025203   154        MPNN_2Layer
  0.014163       0.008539          0.005624  0.058325      0.036376         0.021949 0.060701     0.036448        0.024252   155        MPNN_2Layer
  0.013236       0.008262          0.004974  0.058910      0.036387         0.022523 0.061103     0.036354        0.024749   156        MPNN_2Layer
  0.013566       0.008288          0.005278  0.060910      0.037245         0.023665 0.061789     0.036626        0.025162   157        MPNN_2Layer
  0.015090       0.008747          0.006343  0.062843      0.040200         0.022643 0.065482     0.040214        0.025268   158        MPNN_2Layer
  0.015308       0.008719          0.006590  0.068192      0.044655         0.023537 0.071510     0.045037        0.026473   159        MPNN_2Layer
  0.015714       0.008844          0.006870  0.057197      0.035651         0.021546 0.059863     0.035769        0.024093   160        MPNN_2Layer
  0.013906       0.008306          0.005599  0.056473      0.034908         0.021565 0.058558     0.034982        0.023576   161        MPNN_2Layer
  0.013831       0.008178          0.005653  0.056273      0.035110         0.021164 0.059572     0.035442        0.024129   162        MPNN_2Layer
  0.012943       0.008044          0.004899  0.056272      0.034144         0.022128 0.058147     0.034129        0.024018   163        MPNN_2Layer
  0.014731       0.008593          0.006138  0.056595      0.034048         0.022547 0.057318     0.033495        0.023823   164        MPNN_2Layer
  0.012943       0.008032          0.004911  0.055073      0.033675         0.021398 0.057422     0.033761        0.023662   165        MPNN_2Layer
  0.013055       0.008092          0.004964  0.055697      0.034470         0.021227 0.058312     0.034700        0.023612   166        MPNN_2Layer
  0.013068       0.008004          0.005064  0.055182      0.033553         0.021629 0.056650     0.033332        0.023318   167        MPNN_2Layer
  0.013953       0.008073          0.005879  0.056958      0.034867         0.022091 0.059707     0.035082        0.024626   168        MPNN_2Layer
  0.015952       0.008812          0.007141  0.057624      0.035973         0.021652 0.060484     0.036142        0.024342   169        MPNN_2Layer
  0.013059       0.008042          0.005016  0.054406      0.033168         0.021238 0.056382     0.033036        0.023345   170        MPNN_2Layer
  0.013058       0.007890          0.005168  0.055834      0.034355         0.021479 0.058272     0.034579        0.023693   171        MPNN_2Layer
  0.013650       0.007977          0.005672  0.053559      0.032681         0.020878 0.056087     0.032764        0.023323   172        MPNN_2Layer
  0.013685       0.008060          0.005625  0.058397      0.036709         0.021688 0.058953     0.035617        0.023336   173        MPNN_2Layer
  0.014968       0.008407          0.006562  0.057116      0.033237         0.023879 0.058445     0.032494        0.025951   174        MPNN_2Layer
  0.015659       0.008636          0.007023  0.053694      0.032090         0.021604 0.054539     0.031385        0.023154   175        MPNN_2Layer
  0.013073       0.007752          0.005321  0.052943      0.031854         0.021090 0.054101     0.030958        0.023143   176        MPNN_2Layer
  0.012671       0.007691          0.004979  0.051031      0.030701         0.020330 0.052483     0.030216        0.022267   177        MPNN_2Layer
  0.014371       0.008213          0.006157  0.051265      0.030951         0.020313 0.052691     0.030386        0.022306   178        MPNN_2Layer
  0.013688       0.007971          0.005717  0.052380      0.032077         0.020303 0.053192     0.031108        0.022084   179        MPNN_2Layer
  0.012241       0.007549          0.004692  0.051030      0.030443         0.020587 0.053102     0.030124        0.022979   180        MPNN_2Layer
  0.012451       0.007419          0.005032  0.050871      0.030096         0.020776 0.052563     0.029561        0.023002   181        MPNN_2Layer
  0.012812       0.007426          0.005385  0.050112      0.029703         0.020409 0.051397     0.029315        0.022082   182        MPNN_2Layer
  0.012587       0.007504          0.005083  0.052077      0.031423         0.020654 0.052860     0.030546        0.022314   183        MPNN_2Layer
  0.014441       0.008014          0.006427  0.056024      0.034544         0.021480 0.058130     0.033878        0.024251   184        MPNN_2Layer
  0.014913       0.008110          0.006802  0.056478      0.034470         0.022008 0.058609     0.034000        0.024609   185        MPNN_2Layer
  0.012596       0.007393          0.005203  0.049330      0.029523         0.019807 0.051031     0.029151        0.021880   186        MPNN_2Layer
  0.011990       0.007175          0.004815  0.048374      0.028904         0.019470 0.049418     0.028305        0.021113   187        MPNN_2Layer
  0.013349       0.007575          0.005773  0.049186      0.028909         0.020277 0.049452     0.027911        0.021541   188        MPNN_2Layer
  0.012684       0.007349          0.005336  0.057447      0.035155         0.022292 0.059415     0.034959        0.024456   189        MPNN_2Layer
  0.014759       0.007944          0.006815  0.056188      0.034692         0.021496 0.057934     0.034478        0.023455   190        MPNN_2Layer
  0.013643       0.007502          0.006141  0.050261      0.029193         0.021068 0.049920     0.028258        0.021662   191        MPNN_2Layer
  0.011897       0.007074          0.004823  0.046878      0.027777         0.019101 0.048334     0.027717        0.020617   192        MPNN_2Layer
  0.013241       0.007323          0.005918  0.050520      0.030407         0.020112 0.050042     0.029132        0.020910   193        MPNN_2Layer
  0.014217       0.007702          0.006515  0.050988      0.030594         0.020394 0.051286     0.029622        0.021663   194        MPNN_2Layer
  0.012265       0.007115          0.005150  0.046955      0.027910         0.019045 0.047598     0.026974        0.020625   195        MPNN_2Layer
  0.011451       0.006842          0.004609  0.049261      0.028872         0.020389 0.049030     0.027754        0.021276   196        MPNN_2Layer
  0.011820       0.006886          0.004935  0.049280      0.028325         0.020955 0.048621     0.027364        0.021256   197        MPNN_2Layer
  0.013569       0.006949          0.006619  0.049922      0.029754         0.020167 0.051373     0.029211        0.022162   198        MPNN_2Layer
  0.012639       0.007123          0.005516  0.051686      0.030187         0.021499 0.052116     0.029830        0.022286   199        MPNN_2Layer
  0.011378       0.006798          0.004580  0.047134      0.027601         0.019533 0.047114     0.026656        0.020458   200        MPNN_2Layer
  0.012890       0.007149          0.005741  0.049617      0.029864         0.019753 0.049674     0.028894        0.020780   201        MPNN_2Layer
  0.013451       0.007303          0.006148  0.046236      0.027398         0.018838 0.047817     0.027258        0.020559   202        MPNN_2Layer
  0.011881       0.006719          0.005162  0.044715      0.026275         0.018439 0.045906     0.025856        0.020050   203        MPNN_2Layer
  0.010975       0.006480          0.004495  0.048115      0.029316         0.018799 0.049365     0.029019        0.020346   204        MPNN_2Layer
  0.010893       0.006414          0.004479  0.044985      0.026201         0.018783 0.045120     0.025842        0.019278   205        MPNN_2Layer
  0.013170       0.007026          0.006144  0.057845      0.035111         0.022734 0.054120     0.032622        0.021498   206        MPNN_2Layer
  0.011704       0.006692          0.005012  0.051054      0.030697         0.020357 0.049194     0.029116        0.020078   207        MPNN_2Layer
  0.011011       0.006459          0.004552  0.047321      0.028007         0.019313 0.047559     0.027409        0.020150   208        MPNN_2Layer
  0.011311       0.006359          0.004952  0.045123      0.025953         0.019170 0.044688     0.025194        0.019493   209        MPNN_2Layer
  0.010607       0.006264          0.004343  0.045244      0.026310         0.018934 0.045768     0.025797        0.019971   210        MPNN_2Layer
  0.010968       0.006221          0.004747  0.047108      0.027191         0.019916 0.046397     0.026100        0.020297   211        MPNN_2Layer
  0.010497       0.006177          0.004320  0.043668      0.026033         0.017635 0.044690     0.025707        0.018983   212        MPNN_2Layer
  0.012972       0.006830          0.006142  0.049914      0.028175         0.021740 0.047593     0.026817        0.020776   213        MPNN_2Layer
  0.011606       0.006327          0.005279  0.044266      0.026100         0.018167 0.044363     0.025440        0.018924   214        MPNN_2Layer
  0.010528       0.006085          0.004443  0.047969      0.028564         0.019405 0.046530     0.027149        0.019381   215        MPNN_2Layer
  0.010593       0.006128          0.004465  0.044368      0.025738         0.018630 0.043337     0.024561        0.018776   216        MPNN_2Layer
  0.010440       0.006038          0.004403  0.045646      0.026772         0.018874 0.045668     0.026141        0.019527   217        MPNN_2Layer
  0.010327       0.005975          0.004352  0.046550      0.027410         0.019140 0.046093     0.026475        0.019618   218        MPNN_2Layer
  0.012829       0.006727          0.006102  0.048450      0.027686         0.020764 0.046606     0.026301        0.020305   219        MPNN_2Layer
  0.012912       0.006692          0.006221  0.047171      0.026397         0.020773 0.046011     0.025255        0.020756   220        MPNN_2Layer
  0.011514       0.006022          0.005491  0.046270      0.026514         0.019756 0.045048     0.025314        0.019734   221        MPNN_2Layer
  0.010332       0.005917          0.004415  0.044446      0.025590         0.018856 0.043346     0.024537        0.018809   222        MPNN_2Layer
  0.011751       0.006203          0.005549  0.045553      0.026404         0.019149 0.044280     0.025303        0.018976   223        MPNN_2Layer
